ID_Importacion;Fecha_Lista;Nota;Estado
37725025-DAT101;2025-05-07;4;Aprobado
38181190-DEV101;2025-05-07;5;Aprobado
39752062-MKT200;2025-05-07;9;Aprobado
43276053-IA300;2025-05-07;8;Aprobado
45153061-IA400;2025-05-07;4;Aprobado
45459710-DEV101;2025-05-07;3;Desaprobado
46775879-IA300;2025-05-07;9;Aprobado
47399378-DAT201;2025-05-07;3;Desaprobado
30377321-DAT101;2025-05-08;1;Desaprobado
31594339-UX100;2025-05-08;3;Desaprobado
31662806-GEN101;2025-05-08;10;Aprobado
31961540-IA300;2025-05-08;10;Aprobado
35069582-MKT200;2025-05-08;1;Desaprobado
35115152-DAT201;2025-05-08;8;Aprobado
35476879-GEN101;2025-05-08;6;Aprobado
36040952-IA300;2025-05-08;3;Desaprobado
37148568-IA300;2025-05-08;6;Aprobado
39647120-DEV101;2025-05-08;3;Desaprobado
39835913-DAT201;2025-05-08;9;Aprobado
41815317-NEG400;2025-05-08;6;Aprobado
43098716-NEG400;2025-05-08;7;Aprobado
43889224-GEN101;2025-05-08;4;Aprobado
45024595-IA400;2025-05-08;1;Desaprobado
45259638-MKT200;2025-05-08;2;Desaprobado
46183284-DAT201;2025-05-08;4;Aprobado
46345360-GEN101;2025-05-08;8;Aprobado
30163309-DAT305;2025-05-09;5;Aprobado
30205757-NEG400;2025-05-09;9;Aprobado
31898350-DEV101;2025-05-09;4;Aprobado
32817735-UX100;2025-05-09;7;Aprobado
33088513-DAT201;2025-05-09;7;Aprobado
33247551-IA300;2025-05-09;5;Aprobado
33742338-IA400;2025-05-09;8;Aprobado
33895965-NEG400;2025-05-09;10;Aprobado
36040952-DAT101;2025-05-09;8;Aprobado
40253163-MKT200;2025-05-09;7;Aprobado
43040142-DAT201;2025-05-09;6;Aprobado
43744263-DAT101;2025-05-09;6;Aprobado
45763623-UX100;2025-05-09;8;Aprobado
46271176-IA400;2025-05-09;5;Aprobado
32460250-IA400;2025-05-10;6;Aprobado
32604998-DEV101;2025-05-10;1;Desaprobado
32976983-GEN101;2025-05-10;5;Aprobado
33614240-DEV101;2025-05-10;7;Aprobado
35608376-DEV101;2025-05-10;9;Aprobado
36003291-IA300;2025-05-10;7;Aprobado
37121626-NEG400;2025-05-10;1;Desaprobado
39255922-NEG400;2025-05-10;8;Aprobado
39996815-GEN101;2025-05-10;6;Aprobado
41204894-MKT200;2025-05-10;7;Aprobado
41890956-DAT305;2025-05-10;4;Aprobado
44049715-DAT201;2025-05-10;2;Desaprobado
44858776-IA300;2025-05-10;9;Aprobado
45496689-GEN101;2025-05-10;5;Aprobado
46599245-NEG400;2025-05-10;9;Aprobado
47607767-DAT201;2025-05-10;4;Aprobado
47607767-UX100;2025-05-10;1;Desaprobado
47911334-DEV101;2025-05-10;5;Aprobado
47983613-DAT101;2025-05-10;4;Aprobado
30416964-DAT101;2025-05-11;10;Aprobado
31177427-MKT200;2025-05-11;3;Desaprobado
32183463-IA300;2025-05-11;5;Aprobado
35267675-GEN101;2025-05-11;4;Aprobado
38171209-DAT201;2025-05-11;10;Aprobado
38315775-NEG400;2025-05-11;10;Aprobado
38405437-MKT200;2025-05-11;5;Aprobado
39647120-DEV101;2025-05-11;3;Desaprobado
40330349-GEN101;2025-05-11;3;Desaprobado
40681899-DAT305;2025-05-11;4;Aprobado
40846299-MKT200;2025-05-11;6;Aprobado
41132630-GEN101;2025-05-11;2;Desaprobado
41627786-IA300;2025-05-11;6;Aprobado
43249808-GEN101;2025-05-11;8;Aprobado
43831919-DAT101;2025-05-11;10;Aprobado
44059178-IA400;2025-05-11;4;Aprobado
44115122-DEV101;2025-05-11;7;Aprobado
44491570-DAT101;2025-05-11;4;Aprobado
45090752-GEN101;2025-05-11;1;Desaprobado
45544606-DAT305;2025-05-11;1;Desaprobado
45619097-DAT201;2025-05-11;4;Aprobado
46541120-NEG400;2025-05-11;5;Aprobado
30227674-NEG400;2025-05-12;7;Aprobado
30808375-DAT201;2025-05-12;4;Aprobado
31313953-UX100;2025-05-12;10;Aprobado
31355414-DAT101;2025-05-12;10;Aprobado
31355414-UX100;2025-05-12;5;Aprobado
32349636-DAT201;2025-05-12;9;Aprobado
35276014-NEG400;2025-05-12;9;Aprobado
37024576-DEV101;2025-05-12;2;Desaprobado
38292751-DAT201;2025-05-12;5;Aprobado
39195104-DEV101;2025-05-12;4;Aprobado
39220415-IA300;2025-05-12;9;Aprobado
40305444-DAT305;2025-05-12;5;Aprobado
44726166-DAT305;2025-05-12;4;Aprobado
45890411-UX100;2025-05-12;5;Aprobado
46060979-UX100;2025-05-12;5;Aprobado
46894068-MKT200;2025-05-12;10;Aprobado
47103537-DAT305;2025-05-12;6;Aprobado
30055439-DAT305;2025-05-13;4;Aprobado
30672524-UX100;2025-05-13;4;Aprobado
32723334-IA300;2025-05-13;10;Aprobado
33452954-IA300;2025-05-13;3;Desaprobado
35115152-UX100;2025-05-13;1;Desaprobado
35994686-DEV101;2025-05-13;3;Desaprobado
36727561-UX100;2025-05-13;9;Aprobado
36971688-GEN101;2025-05-13;6;Aprobado
36992557-DAT201;2025-05-13;9;Aprobado
37370656-GEN101;2025-05-13;8;Aprobado
37584867-UX100;2025-05-13;9;Aprobado
37774603-DAT101;2025-05-13;3;Desaprobado
37907386-UX100;2025-05-13;2;Desaprobado
40014561-IA300;2025-05-13;7;Aprobado
40756585-UX100;2025-05-13;6;Aprobado
43521267-IA300;2025-05-13;10;Aprobado
44173257-IA300;2025-05-13;10;Aprobado
44345701-DAT305;2025-05-13;1;Desaprobado
45417606-NEG400;2025-05-13;8;Aprobado
46329934-DAT305;2025-05-13;6;Aprobado
46649401-MKT200;2025-05-13;1;Desaprobado
47506119-UX100;2025-05-13;3;Desaprobado
31015246-IA400;2025-05-14;3;Desaprobado
33507272-MKT200;2025-05-14;7;Aprobado
33594873-IA300;2025-05-14;8;Aprobado
34294158-NEG400;2025-05-14;4;Aprobado
34743897-IA300;2025-05-14;10;Aprobado
35054932-DAT201;2025-05-14;8;Aprobado
36434636-UX100;2025-05-14;5;Aprobado
37874267-IA400;2025-05-14;10;Aprobado
40401825-DAT305;2025-05-14;4;Aprobado
40874592-NEG400;2025-05-14;9;Aprobado
44242960-UX100;2025-05-14;5;Aprobado
44291013-NEG400;2025-05-14;5;Aprobado
45459710-DAT305;2025-05-14;2;Desaprobado
45775192-IA400;2025-05-14;9;Aprobado
46170762-MKT200;2025-05-14;1;Desaprobado
46278232-MKT200;2025-05-14;7;Aprobado
46829066-NEG400;2025-05-14;1;Desaprobado
47908881-DAT101;2025-05-14;6;Aprobado
31365812-IA300;2025-05-15;7;Aprobado
32935035-UX100;2025-05-15;9;Aprobado
33127447-UX100;2025-05-15;3;Desaprobado
34832335-DEV101;2025-05-15;9;Aprobado
34873483-IA400;2025-05-15;10;Aprobado
37381074-IA400;2025-05-15;2;Desaprobado
39297755-DAT101;2025-05-15;8;Aprobado
44241859-IA300;2025-05-15;8;Aprobado
45647473-MKT200;2025-05-15;2;Desaprobado
31332769-GEN101;2025-05-16;9;Aprobado
32581169-DAT201;2025-05-16;4;Aprobado
32723334-DAT101;2025-05-16;1;Desaprobado
33594873-DAT201;2025-05-16;9;Aprobado
34498415-DAT101;2025-05-16;4;Aprobado
38549006-GEN101;2025-05-16;10;Aprobado
38869750-UX100;2025-05-16;4;Aprobado
40116733-UX100;2025-05-16;8;Aprobado
44064200-DEV101;2025-05-16;2;Desaprobado
44197978-IA300;2025-05-16;8;Aprobado
44473224-DEV101;2025-05-16;4;Aprobado
45368291-UX100;2025-05-16;6;Aprobado
47217063-DAT201;2025-05-16;5;Aprobado
31277192-NEG400;2025-05-17;7;Aprobado
33276302-DAT305;2025-05-17;7;Aprobado
33511174-UX100;2025-05-17;2;Desaprobado
34411929-DAT305;2025-05-17;2;Desaprobado
34661132-DAT305;2025-05-17;5;Aprobado
34858008-MKT200;2025-05-17;2;Desaprobado
34919210-DAT305;2025-05-17;8;Aprobado
35951430-IA400;2025-05-17;9;Aprobado
38818793-DAT201;2025-05-17;6;Aprobado
39337175-IA400;2025-05-17;4;Aprobado
40204911-DAT305;2025-05-17;4;Aprobado
43191267-DAT101;2025-05-17;7;Aprobado
32339744-DEV101;2025-05-18;6;Aprobado
34486034-MKT200;2025-05-18;8;Aprobado
34743897-DAT101;2025-05-18;6;Aprobado
35720054-IA300;2025-05-18;1;Desaprobado
36780964-DEV101;2025-05-18;6;Aprobado
37679372-DEV101;2025-05-18;7;Aprobado
37952540-IA300;2025-05-18;2;Desaprobado
38111908-DAT201;2025-05-18;4;Aprobado
39068971-UX100;2025-05-18;10;Aprobado
40582609-DEV101;2025-05-18;10;Aprobado
41559534-NEG400;2025-05-18;7;Aprobado
43284866-IA400;2025-05-18;8;Aprobado
44911255-MKT200;2025-05-18;7;Aprobado
45813207-DEV101;2025-05-18;6;Aprobado
47061751-IA300;2025-05-18;9;Aprobado
30186819-DAT201;2025-05-19;9;Aprobado
30386246-DAT101;2025-05-19;6;Aprobado
31067946-IA300;2025-05-19;4;Aprobado
31136038-NEG400;2025-05-19;8;Aprobado
31681085-MKT200;2025-05-19;8;Aprobado
31924807-DEV101;2025-05-19;9;Aprobado
32329071-DAT101;2025-05-19;7;Aprobado
32496231-UX100;2025-05-19;4;Aprobado
32839404-DEV101;2025-05-19;6;Aprobado
32965831-DAT305;2025-05-19;8;Aprobado
34944058-NEG400;2025-05-19;9;Aprobado
36992557-DEV101;2025-05-19;8;Aprobado
36998955-DAT305;2025-05-19;7;Aprobado
38648189-UX100;2025-05-19;9;Aprobado
39835913-NEG400;2025-05-19;2;Desaprobado
40400092-DAT101;2025-05-19;4;Aprobado
43871938-DEV101;2025-05-19;7;Aprobado
44224033-IA300;2025-05-19;6;Aprobado
46510451-MKT200;2025-05-19;10;Aprobado
47915465-IA300;2025-05-19;1;Desaprobado
30506698-GEN101;2025-05-20;2;Desaprobado
30923193-GEN101;2025-05-20;5;Aprobado
32454237-DAT305;2025-05-20;3;Desaprobado
34705463-DAT305;2025-05-20;8;Aprobado
37392794-DAT201;2025-05-20;10;Aprobado
38693211-NEG400;2025-05-20;7;Aprobado
39557640-DAT305;2025-05-20;6;Aprobado
40333573-GEN101;2025-05-20;4;Aprobado
40606935-DEV101;2025-05-20;2;Desaprobado
40852091-MKT200;2025-05-20;9;Aprobado
40915348-DAT101;2025-05-20;5;Aprobado
43331228-DEV101;2025-05-20;4;Aprobado
44345701-UX100;2025-05-20;5;Aprobado
44811354-DAT201;2025-05-20;2;Desaprobado
44911255-UX100;2025-05-20;2;Desaprobado
45177548-DAT305;2025-05-20;2;Desaprobado
45417606-UX100;2025-05-20;9;Aprobado
46147941-MKT200;2025-05-20;4;Aprobado
30386246-DAT305;2025-05-21;5;Aprobado
30820105-DAT201;2025-05-21;3;Desaprobado
31547849-NEG400;2025-05-21;6;Aprobado
33247551-DAT201;2025-05-21;2;Desaprobado
33507272-IA400;2025-05-21;5;Aprobado
34355689-DAT201;2025-05-21;10;Aprobado
35038799-DAT101;2025-05-21;4;Aprobado
35983804-MKT200;2025-05-21;4;Aprobado
37392794-IA300;2025-05-21;5;Aprobado
37952315-IA300;2025-05-21;1;Desaprobado
39160706-DAT305;2025-05-21;9;Aprobado
39278348-IA400;2025-05-21;6;Aprobado
39412125-DAT101;2025-05-21;3;Desaprobado
45198757-DAT305;2025-05-21;6;Aprobado
45256600-DEV101;2025-05-21;3;Desaprobado
45847470-IA400;2025-05-21;5;Aprobado
47817560-MKT200;2025-05-21;5;Aprobado
30055089-DAT101;2025-05-22;7;Aprobado
31099331-GEN101;2025-05-22;5;Aprobado
31425696-IA300;2025-05-22;5;Aprobado
32459600-IA300;2025-05-22;7;Aprobado
33276302-UX100;2025-05-22;5;Aprobado
33697024-MKT200;2025-05-22;7;Aprobado
34705463-DAT201;2025-05-22;8;Aprobado
34785335-DAT101;2025-05-22;9;Aprobado
35486815-IA400;2025-05-22;1;Desaprobado
37162747-DAT101;2025-05-22;1;Desaprobado
38030283-MKT200;2025-05-22;6;Aprobado
41532385-DAT305;2025-05-22;2;Desaprobado
43679905-DEV101;2025-05-22;2;Desaprobado
43721576-IA400;2025-05-22;2;Desaprobado
47822229-IA300;2025-05-22;7;Aprobado
30789190-IA300;2025-05-23;3;Desaprobado
31685297-IA400;2025-05-23;8;Aprobado
32816822-IA300;2025-05-23;6;Aprobado
35722006-GEN101;2025-05-23;6;Aprobado
37017626-DAT201;2025-05-23;2;Desaprobado
37057932-GEN101;2025-05-23;4;Aprobado
37515292-DEV101;2025-05-23;6;Aprobado
38066467-DAT201;2025-05-23;6;Aprobado
38211223-NEG400;2025-05-23;2;Desaprobado
39278348-NEG400;2025-05-23;4;Aprobado
40102789-DEV101;2025-05-23;7;Aprobado
40582609-IA300;2025-05-23;3;Desaprobado
41166199-IA400;2025-05-23;9;Aprobado
41641503-MKT200;2025-05-23;5;Aprobado
43331228-DEV101;2025-05-23;5;Aprobado
44059178-NEG400;2025-05-23;3;Desaprobado
45563814-MKT200;2025-05-23;5;Aprobado
45663240-MKT200;2025-05-23;9;Aprobado
46314784-IA300;2025-05-23;9;Aprobado
30064860-DEV101;2025-05-24;10;Aprobado
30766010-IA300;2025-05-24;5;Aprobado
30789190-GEN101;2025-05-24;10;Aprobado
31015246-UX100;2025-05-24;10;Aprobado
31528064-DAT305;2025-05-24;7;Aprobado
35983804-IA300;2025-05-24;9;Aprobado
38531623-NEG400;2025-05-24;8;Aprobado
39040140-DAT305;2025-05-24;8;Aprobado
41830154-DAT305;2025-05-24;3;Desaprobado
43624314-UX100;2025-05-24;10;Aprobado
43744263-IA300;2025-05-24;6;Aprobado
43831919-UX100;2025-05-24;2;Desaprobado
43941263-DAT101;2025-05-24;2;Desaprobado
44115909-MKT200;2025-05-24;2;Desaprobado
44959844-MKT200;2025-05-24;5;Aprobado
45256600-DEV101;2025-05-24;3;Desaprobado
45488677-DAT101;2025-05-24;7;Aprobado
46225626-DAT305;2025-05-24;5;Aprobado
46233381-MKT200;2025-05-24;10;Aprobado
46398361-DAT201;2025-05-24;1;Desaprobado
30224289-GEN101;2025-05-25;7;Aprobado
30719634-MKT200;2025-05-25;1;Desaprobado
31313953-NEG400;2025-05-25;1;Desaprobado
32318137-DEV101;2025-05-25;4;Aprobado
32454237-DAT201;2025-05-25;2;Desaprobado
32592763-IA300;2025-05-25;2;Desaprobado
32839194-DAT101;2025-05-25;5;Aprobado
34364066-MKT200;2025-05-25;8;Aprobado
34696467-UX100;2025-05-25;9;Aprobado
34705463-MKT200;2025-05-25;3;Desaprobado
35207049-UX100;2025-05-25;6;Aprobado
36727561-NEG400;2025-05-25;8;Aprobado
36858459-MKT200;2025-05-25;1;Desaprobado
37672436-MKT200;2025-05-25;9;Aprobado
39796864-GEN101;2025-05-25;6;Aprobado
43286289-DAT305;2025-05-25;8;Aprobado
43597806-DAT101;2025-05-25;2;Desaprobado
44726166-IA300;2025-05-25;1;Desaprobado
45820009-DAT305;2025-05-25;5;Aprobado
47197652-IA300;2025-05-25;10;Aprobado
30294943-NEG400;2025-05-26;6;Aprobado
31261719-IA300;2025-05-26;5;Aprobado
31379839-MKT200;2025-05-26;3;Desaprobado
32027618-IA300;2025-05-26;6;Aprobado
32108581-NEG400;2025-05-26;9;Aprobado
33846409-DAT305;2025-05-26;9;Aprobado
34130787-NEG400;2025-05-26;9;Aprobado
34858008-DAT201;2025-05-26;3;Desaprobado
39335040-DAT101;2025-05-26;5;Aprobado
39579172-IA400;2025-05-26;5;Aprobado
40014561-IA300;2025-05-26;9;Aprobado
40753275-DEV101;2025-05-26;6;Aprobado
43496203-DEV101;2025-05-26;8;Aprobado
44305990-IA300;2025-05-26;4;Aprobado
44820591-IA300;2025-05-26;1;Desaprobado
45694620-DAT201;2025-05-26;6;Aprobado
45711997-UX100;2025-05-26;2;Desaprobado
32911130-DAT201;2025-05-27;7;Aprobado
34432017-GEN101;2025-05-27;6;Aprobado
34933614-IA400;2025-05-27;3;Desaprobado
35450908-UX100;2025-05-27;4;Aprobado
35821025-NEG400;2025-05-27;6;Aprobado
35834047-IA400;2025-05-27;3;Desaprobado
39159460-IA400;2025-05-27;8;Aprobado
40948220-DEV101;2025-05-27;9;Aprobado
40989234-DAT201;2025-05-27;10;Aprobado
44340522-DEV101;2025-05-27;5;Aprobado
47700089-IA400;2025-05-27;1;Desaprobado
47911334-MKT200;2025-05-27;4;Aprobado
30227674-UX100;2025-05-28;2;Desaprobado
31360651-DAT201;2025-05-28;7;Aprobado
32183463-DAT101;2025-05-28;9;Aprobado
33800391-GEN101;2025-05-28;2;Desaprobado
34223113-IA300;2025-05-28;3;Desaprobado
34729179-GEN101;2025-05-28;5;Aprobado
36227478-NEG400;2025-05-28;1;Desaprobado
36434636-IA400;2025-05-28;7;Aprobado
37059839-NEG400;2025-05-28;1;Desaprobado
37515292-GEN101;2025-05-28;9;Aprobado
38002503-NEG400;2025-05-28;9;Aprobado
39220415-MKT200;2025-05-28;3;Desaprobado
40753275-DAT305;2025-05-28;4;Aprobado
41818271-UX100;2025-05-28;7;Aprobado
43037722-DAT201;2025-05-28;1;Desaprobado
43284866-DAT201;2025-05-28;5;Aprobado
45444903-GEN101;2025-05-28;3;Desaprobado
45663240-DAT101;2025-05-28;1;Desaprobado
46372785-DAT101;2025-05-28;10;Aprobado
32128322-MKT200;2025-05-29;8;Aprobado
34197558-IA400;2025-05-29;4;Aprobado
34869838-MKT200;2025-05-29;2;Desaprobado
34883029-DAT101;2025-05-29;4;Aprobado
34977085-DAT201;2025-05-29;3;Desaprobado
38661719-UX100;2025-05-29;1;Desaprobado
39908813-MKT200;2025-05-29;6;Aprobado
40451762-UX100;2025-05-29;3;Desaprobado
40661993-DAT101;2025-05-29;10;Aprobado
41721070-DEV101;2025-05-29;2;Desaprobado
41782307-DAT201;2025-05-29;9;Aprobado
43498834-DAT101;2025-05-29;3;Desaprobado
44235496-DEV101;2025-05-29;9;Aprobado
47969954-UX100;2025-05-29;4;Aprobado
32139544-GEN101;2025-05-30;10;Aprobado
32228319-DAT305;2025-05-30;4;Aprobado
36907961-DAT201;2025-05-30;3;Desaprobado
37381074-DAT101;2025-05-30;5;Aprobado
38967997-DEV101;2025-05-30;10;Aprobado
39046561-IA400;2025-05-30;3;Desaprobado
39107282-DAT305;2025-05-30;4;Aprobado
40783770-DAT201;2025-05-30;8;Aprobado
41396027-UX100;2025-05-30;4;Aprobado
44754060-NEG400;2025-05-30;5;Aprobado
44858776-GEN101;2025-05-30;2;Desaprobado
45225711-DEV101;2025-05-30;4;Aprobado
45404573-MKT200;2025-05-30;7;Aprobado
46170762-DAT201;2025-05-30;6;Aprobado
46997300-IA300;2025-05-30;1;Desaprobado
30789190-DAT305;2025-05-31;5;Aprobado
31324108-NEG400;2025-05-31;10;Aprobado
31492591-DAT305;2025-05-31;6;Aprobado
34294158-NEG400;2025-05-31;4;Aprobado
35844073-NEG400;2025-05-31;9;Aprobado
38340878-GEN101;2025-05-31;7;Aprobado
39337175-IA300;2025-05-31;6;Aprobado
40874592-DEV101;2025-05-31;5;Aprobado
43276053-UX100;2025-05-31;5;Aprobado
44442488-DAT201;2025-05-31;3;Desaprobado
44923903-DEV101;2025-05-31;9;Aprobado
45474521-DAT101;2025-05-31;6;Aprobado
45746833-NEG400;2025-05-31;8;Aprobado
47075635-UX100;2025-05-31;8;Aprobado
30277884-GEN101;2025-06-01;6;Aprobado
30703214-DEV101;2025-06-01;9;Aprobado
30808375-DEV101;2025-06-01;8;Aprobado
31020972-MKT200;2025-06-01;1;Desaprobado
31594339-GEN101;2025-06-01;9;Aprobado
31961540-NEG400;2025-06-01;8;Aprobado
32130223-MKT200;2025-06-01;3;Desaprobado
32496231-DEV101;2025-06-01;6;Aprobado
32776935-MKT200;2025-06-01;2;Desaprobado
32839194-DEV101;2025-06-01;2;Desaprobado
34531843-IA400;2025-06-01;9;Aprobado
34888999-UX100;2025-06-01;1;Desaprobado
39040140-IA300;2025-06-01;7;Aprobado
39145092-MKT200;2025-06-01;9;Aprobado
39475622-MKT200;2025-06-01;6;Aprobado
41289442-NEG400;2025-06-01;5;Aprobado
43008590-DAT101;2025-06-01;2;Desaprobado
43456083-DAT201;2025-06-01;5;Aprobado
43871938-DAT101;2025-06-01;3;Desaprobado
45291864-DAT201;2025-06-01;4;Aprobado
45746833-IA300;2025-06-01;6;Aprobado
46653953-UX100;2025-06-01;4;Aprobado
47061751-UX100;2025-06-01;7;Aprobado
31467025-IA400;2025-06-02;6;Aprobado
32034364-DAT101;2025-06-02;4;Aprobado
35834047-UX100;2025-06-02;1;Desaprobado
37527174-IA300;2025-06-02;1;Desaprobado
38417833-DAT101;2025-06-02;6;Aprobado
39255922-DAT101;2025-06-02;2;Desaprobado
40531804-DAT201;2025-06-02;1;Desaprobado
41815317-GEN101;2025-06-02;6;Aprobado
43678310-DAT101;2025-06-02;9;Aprobado
43827991-DAT305;2025-06-02;6;Aprobado
44754301-DAT101;2025-06-02;2;Desaprobado
45177548-MKT200;2025-06-02;2;Desaprobado
47217063-GEN101;2025-06-02;7;Aprobado
31531992-DEV101;2025-06-03;4;Aprobado
33418893-IA400;2025-06-03;5;Aprobado
36594251-IA400;2025-06-03;10;Aprobado
37583844-DEV101;2025-06-03;7;Aprobado
40140970-DAT305;2025-06-03;7;Aprobado
40296795-DEV101;2025-06-03;9;Aprobado
41023707-UX100;2025-06-03;7;Aprobado
41890956-UX100;2025-06-03;9;Aprobado
44229724-UX100;2025-06-03;7;Aprobado
44820591-DEV101;2025-06-03;3;Desaprobado
45024595-NEG400;2025-06-03;4;Aprobado
45311516-DAT101;2025-06-03;6;Aprobado
47707678-MKT200;2025-06-03;10;Aprobado
30268860-MKT200;2025-06-04;9;Aprobado
30301798-IA300;2025-06-04;6;Aprobado
30356437-NEG400;2025-06-04;10;Aprobado
31528064-MKT200;2025-06-04;6;Aprobado
34353357-DAT305;2025-06-04;4;Aprobado
35608376-UX100;2025-06-04;8;Aprobado
35753821-DAT305;2025-06-04;4;Aprobado
36092237-IA400;2025-06-04;2;Desaprobado
36532331-NEG400;2025-06-04;8;Aprobado
37874267-IA400;2025-06-04;3;Desaprobado
38070258-UX100;2025-06-04;8;Aprobado
38559625-DEV101;2025-06-04;9;Aprobado
40451762-DAT101;2025-06-04;4;Aprobado
41950319-DEV101;2025-06-04;10;Aprobado
43721576-DEV101;2025-06-04;6;Aprobado
44059178-IA400;2025-06-04;10;Aprobado
45177328-MKT200;2025-06-04;1;Desaprobado
45177548-MKT200;2025-06-04;6;Aprobado
46538783-NEG400;2025-06-04;2;Desaprobado
47061751-DAT305;2025-06-04;9;Aprobado
30278086-IA300;2025-06-05;3;Desaprobado
30301798-GEN101;2025-06-05;7;Aprobado
33683627-IA400;2025-06-05;7;Aprobado
34294158-IA400;2025-06-05;2;Desaprobado
36133533-DAT201;2025-06-05;3;Desaprobado
36701529-MKT200;2025-06-05;6;Aprobado
37515292-DAT201;2025-06-05;1;Desaprobado
37515292-DAT305;2025-06-05;7;Aprobado
38111908-DAT101;2025-06-05;8;Aprobado
38393487-DEV101;2025-06-05;5;Aprobado
40409948-IA300;2025-06-05;6;Aprobado
44049715-DAT201;2025-06-05;5;Aprobado
44442488-DEV101;2025-06-05;4;Aprobado
45225711-GEN101;2025-06-05;2;Desaprobado
45568950-DAT201;2025-06-05;2;Desaprobado
46585675-DAT101;2025-06-05;4;Aprobado
46890428-DAT305;2025-06-05;3;Desaprobado
32664172-NEG400;2025-06-06;6;Aprobado
37039481-NEG400;2025-06-06;4;Aprobado
37412229-GEN101;2025-06-06;1;Desaprobado
38648189-NEG400;2025-06-06;2;Desaprobado
41016204-GEN101;2025-06-06;8;Aprobado
44190336-MKT200;2025-06-06;9;Aprobado
44197978-DAT201;2025-06-06;5;Aprobado
45024595-DEV101;2025-06-06;5;Aprobado
45225711-DAT101;2025-06-06;5;Aprobado
45499218-MKT200;2025-06-06;8;Aprobado
45984678-IA300;2025-06-06;1;Desaprobado
46966361-GEN101;2025-06-06;5;Aprobado
47556368-IA300;2025-06-06;6;Aprobado
31576981-DAT201;2025-06-07;10;Aprobado
32139544-DEV101;2025-06-07;10;Aprobado
35054932-DAT201;2025-06-07;1;Desaprobado
35199789-UX100;2025-06-07;6;Aprobado
35207049-UX100;2025-06-07;10;Aprobado
35486815-MKT200;2025-06-07;7;Aprobado
35580984-NEG400;2025-06-07;4;Aprobado
36882138-NEG400;2025-06-07;8;Aprobado
37226510-DAT201;2025-06-07;9;Aprobado
37412229-DAT201;2025-06-07;6;Aprobado
38405437-DAT305;2025-06-07;3;Desaprobado
39623347-GEN101;2025-06-07;9;Aprobado
40451762-DEV101;2025-06-07;6;Aprobado
41340763-GEN101;2025-06-07;1;Desaprobado
45679679-NEG400;2025-06-07;8;Aprobado
45711997-DAT305;2025-06-07;2;Desaprobado
46080609-IA400;2025-06-07;6;Aprobado
47075635-IA300;2025-06-07;9;Aprobado
31313953-IA400;2025-06-08;6;Aprobado
31846333-NEG400;2025-06-08;5;Aprobado
32183463-IA300;2025-06-08;2;Desaprobado
32789755-IA300;2025-06-08;6;Aprobado
32844429-NEG400;2025-06-08;1;Desaprobado
33379578-NEG400;2025-06-08;7;Aprobado
38020693-NEG400;2025-06-08;5;Aprobado
40201800-DAT305;2025-06-08;4;Aprobado
44491570-MKT200;2025-06-08;3;Desaprobado
45105658-UX100;2025-06-08;4;Aprobado
45186536-GEN101;2025-06-08;6;Aprobado
45838988-DEV101;2025-06-08;2;Desaprobado
34896530-MKT200;2025-06-09;7;Aprobado
38017139-NEG400;2025-06-09;5;Aprobado
40104822-DEV101;2025-06-09;10;Aprobado
40998609-DAT305;2025-06-09;5;Aprobado
44640011-DAT201;2025-06-09;4;Aprobado
44959844-DAT201;2025-06-09;7;Aprobado
44965151-DEV101;2025-06-09;8;Aprobado
44988381-DAT101;2025-06-09;9;Aprobado
45225711-NEG400;2025-06-09;8;Aprobado
45704555-DAT305;2025-06-09;9;Aprobado
46069202-DAT201;2025-06-09;8;Aprobado
30382587-DEV101;2025-06-10;6;Aprobado
30430162-IA300;2025-06-10;8;Aprobado
32034364-NEG400;2025-06-10;6;Aprobado
33276302-NEG400;2025-06-10;6;Aprobado
34498415-UX100;2025-06-10;7;Aprobado
35415212-NEG400;2025-06-10;3;Desaprobado
38417833-DEV101;2025-06-10;5;Aprobado
38500035-GEN101;2025-06-10;2;Desaprobado
38695540-DAT101;2025-06-10;3;Desaprobado
39623347-DEV101;2025-06-10;5;Aprobado
40366603-DAT201;2025-06-10;10;Aprobado
41016204-GEN101;2025-06-10;5;Aprobado
41904080-DAT201;2025-06-10;10;Aprobado
44064200-DEV101;2025-06-10;10;Aprobado
44107875-IA300;2025-06-10;9;Aprobado
46698472-DEV101;2025-06-10;5;Aprobado
47163691-DAT305;2025-06-10;2;Desaprobado
47367569-NEG400;2025-06-10;3;Desaprobado
30163309-DEV101;2025-06-11;9;Aprobado
30430162-DAT305;2025-06-11;4;Aprobado
33397920-IA300;2025-06-11;3;Desaprobado
34883029-DAT305;2025-06-11;5;Aprobado
35574653-GEN101;2025-06-11;6;Aprobado
36594251-DAT101;2025-06-11;8;Aprobado
36765559-IA400;2025-06-11;6;Aprobado
38002503-NEG400;2025-06-11;7;Aprobado
39412125-GEN101;2025-06-11;10;Aprobado
39759071-MKT200;2025-06-11;5;Aprobado
40753275-IA300;2025-06-11;1;Desaprobado
41314648-DAT201;2025-06-11;10;Aprobado
43286289-DAT201;2025-06-11;5;Aprobado
44086116-IA300;2025-06-11;6;Aprobado
44115909-IA400;2025-06-11;5;Aprobado
44830567-MKT200;2025-06-11;5;Aprobado
46346975-DEV101;2025-06-11;4;Aprobado
46860457-UX100;2025-06-11;2;Desaprobado
