"ID_Evaluacion","ID_Inscripcion","Fecha_Lista","Nota","Estado","ERROR"
"34567608_DAT-101_2024-2_2024-08-04","34567608_DAT-101_2024-2","2024-08-04","4","Aprobado","storage limit exceeded"
"43671191_DAT-101_2024-2_2024-08-05","43671191_DAT-101_2024-2","2024-08-05","6","Aprobado","storage limit exceeded"
"32412306_MKT-200_2024-2_2024-08-05","32412306_MKT-200_2024-2","2024-08-05","5","Aprobado","storage limit exceeded"
"30642032_DAT-201_2024-2_2024-08-05","30642032_DAT-201_2024-2","2024-08-05","4","Aprobado","storage limit exceeded"
"45038314_NEG-400_2024-2_2024-08-05","45038314_NEG-400_2024-2","2024-08-05","7","Aprobado","storage limit exceeded"
"32540190_MKT-200_2024-2_2024-08-06","32540190_MKT-200_2024-2","2024-08-06","4","Aprobado","storage limit exceeded"
"38749521_MKT-200_2024-2_2024-08-06","38749521_MKT-200_2024-2","2024-08-06","3","Desaprobado","storage limit exceeded"
"42321650_DAT-101_2024-2_2024-08-06","42321650_DAT-101_2024-2","2024-08-06","10","Aprobado","storage limit exceeded"
"41258011_DEV-101_2024-2_2024-08-06","41258011_DEV-101_2024-2","2024-08-06","9","Aprobado","storage limit exceeded"
"34758464_IA-300_2024-2_2024-08-06","34758464_IA-300_2024-2","2024-08-06","5","Aprobado","storage limit exceeded"
"41291663_DAT-101_2024-2_2024-08-06","41291663_DAT-101_2024-2","2024-08-06","9","Aprobado","storage limit exceeded"
"39563230_NEG-400_2024-2_2024-08-06","39563230_NEG-400_2024-2","2024-08-06","4","Aprobado","storage limit exceeded"
"39921380_MKT-200_2024-2_2024-08-06","39921380_MKT-200_2024-2","2024-08-06","8","Aprobado","storage limit exceeded"
"45245358_IA-300_2024-2_2024-08-06","45245358_IA-300_2024-2","2024-08-06","3","Desaprobado","storage limit exceeded"
"32204161_MKT-200_2024-2_2024-08-06","32204161_MKT-200_2024-2","2024-08-06","3","Desaprobado","storage limit exceeded"
"44775708_MKT-200_2024-2_2024-08-06","44775708_MKT-200_2024-2","2024-08-06","4","Aprobado","storage limit exceeded"
"32150263_UX-100_2024-2_2024-08-06","32150263_UX-100_2024-2","2024-08-06","7","Aprobado","storage limit exceeded"
"30961379_MKT-200_2024-2_2024-08-06","30961379_MKT-200_2024-2","2024-08-06","5","Aprobado","storage limit exceeded"
"31922848_MKT-200_2024-2_2024-08-06","31922848_MKT-200_2024-2","2024-08-06","9","Aprobado","storage limit exceeded"
"35565985_DAT-201_2024-2_2024-08-07","35565985_DAT-201_2024-2","2024-08-07","4","Aprobado","storage limit exceeded"
"36821499_GEN-101_2024-2_2024-08-07","36821499_GEN-101_2024-2","2024-08-07","1","Desaprobado","storage limit exceeded"
"42674907_MKT-200_2024-2_2024-08-07","42674907_MKT-200_2024-2","2024-08-07","8","Aprobado","storage limit exceeded"
"30098040_GEN-101_2024-2_2024-08-07","30098040_GEN-101_2024-2","2024-08-07","4","Aprobado","storage limit exceeded"
"43671191_UX-100_2024-2_2024-08-07","43671191_UX-100_2024-2","2024-08-07","8","Aprobado","storage limit exceeded"
"32902968_UX-100_2024-2_2024-08-07","32902968_UX-100_2024-2","2024-08-07","3","Desaprobado","storage limit exceeded"
"42763799_GEN-101_2024-2_2024-08-07","42763799_GEN-101_2024-2","2024-08-07","10","Aprobado","storage limit exceeded"
"45181550_NEG-400_2024-2_2024-08-07","45181550_NEG-400_2024-2","2024-08-07","3","Desaprobado","storage limit exceeded"
"30123333_NEG-400_2024-2_2024-08-08","30123333_NEG-400_2024-2","2024-08-08","3","Desaprobado","storage limit exceeded"
"37814684_DAT-101_2024-2_2024-08-08","37814684_DAT-101_2024-2","2024-08-08","6","Aprobado","storage limit exceeded"
"33827674_DAT-101_2024-2_2024-08-08","33827674_DAT-101_2024-2","2024-08-08","5","Aprobado","storage limit exceeded"
"39579403_GEN-101_2024-2_2024-08-08","39579403_GEN-101_2024-2","2024-08-08","5","Aprobado","storage limit exceeded"
"43695277_NEG-400_2024-2_2024-08-08","43695277_NEG-400_2024-2","2024-08-08","10","Aprobado","storage limit exceeded"
"33753511_UX-100_2024-2_2024-08-08","33753511_UX-100_2024-2","2024-08-08","9","Aprobado","storage limit exceeded"
"38856423_MKT-200_2024-2_2024-08-08","38856423_MKT-200_2024-2","2024-08-08","10","Aprobado","storage limit exceeded"
"33293475_DAT-101_2024-2_2024-08-08","33293475_DAT-101_2024-2","2024-08-08","5","Aprobado","storage limit exceeded"
"37244102_DAT-101_2024-2_2024-08-08","37244102_DAT-101_2024-2","2024-08-08","4","Aprobado","storage limit exceeded"
"30469731_DAT-101_2024-2_2024-08-09","30469731_DAT-101_2024-2","2024-08-09","5","Aprobado","storage limit exceeded"
"30116169_GEN-101_2024-2_2024-08-09","30116169_GEN-101_2024-2","2024-08-09","6","Aprobado","storage limit exceeded"
"33460388_DAT-101_2024-2_2024-08-09","33460388_DAT-101_2024-2","2024-08-09","5","Aprobado","storage limit exceeded"
"45931150_MKT-200_2024-2_2024-08-09","45931150_MKT-200_2024-2","2024-08-09","2","Desaprobado","storage limit exceeded"
"44536877_NEG-400_2024-2_2024-08-09","44536877_NEG-400_2024-2","2024-08-09","7","Aprobado","storage limit exceeded"
"41664468_IA-300_2024-2_2024-08-09","41664468_IA-300_2024-2","2024-08-09","4","Aprobado","storage limit exceeded"
"45385368_IA-300_2024-2_2024-08-09","45385368_IA-300_2024-2","2024-08-09","1","Desaprobado","storage limit exceeded"
"44144505_IA-300_2024-2_2024-08-09","44144505_IA-300_2024-2","2024-08-09","10","Aprobado","storage limit exceeded"
"30117903_IA-300_2024-2_2024-08-10","30117903_IA-300_2024-2","2024-08-10","10","Aprobado","storage limit exceeded"
"42132790_GEN-101_2024-2_2024-08-10","42132790_GEN-101_2024-2","2024-08-10","7","Aprobado","storage limit exceeded"
"34207249_UX-100_2024-2_2024-08-10","34207249_UX-100_2024-2","2024-08-10","4","Aprobado","storage limit exceeded"
"41943395_UX-100_2024-2_2024-08-10","41943395_UX-100_2024-2","2024-08-10","6","Aprobado","storage limit exceeded"
"31636346_DAT-101_2024-2_2024-08-10","31636346_DAT-101_2024-2","2024-08-10","8","Aprobado","storage limit exceeded"
"37478367_NEG-400_2024-2_2024-08-10","37478367_NEG-400_2024-2","2024-08-10","3","Desaprobado","storage limit exceeded"
"43867075_UX-100_2024-2_2024-08-10","43867075_UX-100_2024-2","2024-08-10","2","Desaprobado","storage limit exceeded"
"32449620_MKT-200_2024-2_2024-08-10","32449620_MKT-200_2024-2","2024-08-10","5","Aprobado","storage limit exceeded"
"39679193_DEV-101_2024-2_2024-08-10","39679193_DEV-101_2024-2","2024-08-10","9","Aprobado","storage limit exceeded"
"37678418_GEN-101_2024-2_2024-08-10","37678418_GEN-101_2024-2","2024-08-10","6","Aprobado","storage limit exceeded"
"37155742_UX-100_2024-2_2024-08-10","37155742_UX-100_2024-2","2024-08-10","2","Desaprobado","storage limit exceeded"
"42781956_MKT-200_2024-2_2024-08-11","42781956_MKT-200_2024-2","2024-08-11","5","Aprobado","storage limit exceeded"
"33619676_DAT-101_2024-2_2024-08-11","33619676_DAT-101_2024-2","2024-08-11","9","Aprobado","storage limit exceeded"
"31554768_DEV-101_2024-2_2024-08-11","31554768_DEV-101_2024-2","2024-08-11","7","Aprobado","storage limit exceeded"
"40578248_DEV-101_2024-2_2024-08-11","40578248_DEV-101_2024-2","2024-08-11","10","Aprobado","storage limit exceeded"
"42242735_GEN-101_2024-2_2024-08-11","42242735_GEN-101_2024-2","2024-08-11","4","Aprobado","storage limit exceeded"
"39842417_DEV-101_2024-2_2024-08-11","39842417_DEV-101_2024-2","2024-08-11","8","Aprobado","storage limit exceeded"
"43942866_MKT-200_2024-2_2024-08-12","43942866_MKT-200_2024-2","2024-08-12","7","Aprobado","storage limit exceeded"
"42590810_UX-100_2024-2_2024-08-12","42590810_UX-100_2024-2","2024-08-12","5","Aprobado","storage limit exceeded"
"42936217_UX-100_2024-2_2024-08-12","42936217_UX-100_2024-2","2024-08-12","9","Aprobado","storage limit exceeded"
"44144505_GEN-101_2024-2_2024-08-12","44144505_GEN-101_2024-2","2024-08-12","3","Desaprobado","storage limit exceeded"
"35589315_GEN-101_2024-2_2024-08-12","35589315_GEN-101_2024-2","2024-08-12","5","Aprobado","storage limit exceeded"
"41268285_NEG-400_2024-2_2024-08-12","41268285_NEG-400_2024-2","2024-08-12","7","Aprobado","storage limit exceeded"
"39341417_DEV-101_2024-2_2024-08-13","39341417_DEV-101_2024-2","2024-08-13","6","Aprobado","storage limit exceeded"
"44775708_NEG-400_2024-2_2024-08-13","44775708_NEG-400_2024-2","2024-08-13","2","Desaprobado","storage limit exceeded"
"37678418_DAT-201_2024-2_2024-08-13","37678418_DAT-201_2024-2","2024-08-13","2","Desaprobado","storage limit exceeded"
"37495057_DEV-101_2024-2_2024-08-13","37495057_DEV-101_2024-2","2024-08-13","1","Desaprobado","storage limit exceeded"
"40840726_NEG-400_2024-2_2024-08-13","40840726_NEG-400_2024-2","2024-08-13","3","Desaprobado","storage limit exceeded"
"33130984_MKT-200_2024-2_2024-08-13","33130984_MKT-200_2024-2","2024-08-13","10","Aprobado","storage limit exceeded"
"43539600_MKT-200_2024-2_2024-08-13","43539600_MKT-200_2024-2","2024-08-13","6","Aprobado","storage limit exceeded"
"33871049_DAT-101_2024-2_2024-08-13","33871049_DAT-101_2024-2","2024-08-13","9","Aprobado","storage limit exceeded"
"31922848_GEN-101_2024-2_2024-08-13","31922848_GEN-101_2024-2","2024-08-13","8","Aprobado","storage limit exceeded"
"45417967_MKT-200_2024-2_2024-08-13","45417967_MKT-200_2024-2","2024-08-13","5","Aprobado","storage limit exceeded"
"36727365_MKT-200_2024-2_2024-08-13","36727365_MKT-200_2024-2","2024-08-13","1","Desaprobado","storage limit exceeded"
"37244102_NEG-400_2024-2_2024-08-14","37244102_NEG-400_2024-2","2024-08-14","3","Desaprobado","storage limit exceeded"
"35552454_DAT-101_2024-2_2024-08-14","35552454_DAT-101_2024-2","2024-08-14","1","Desaprobado","storage limit exceeded"
"41734135_DAT-201_2024-2_2024-08-14","41734135_DAT-201_2024-2","2024-08-14","3","Desaprobado","storage limit exceeded"
"42693185_UX-100_2024-2_2024-08-14","42693185_UX-100_2024-2","2024-08-14","3","Desaprobado","storage limit exceeded"
"31921360_MKT-200_2024-2_2024-08-14","31921360_MKT-200_2024-2","2024-08-14","3","Desaprobado","storage limit exceeded"
"36890268_DAT-101_2024-2_2024-08-14","36890268_DAT-101_2024-2","2024-08-14","9","Aprobado","storage limit exceeded"
"36296794_GEN-101_2024-2_2024-08-15","36296794_GEN-101_2024-2","2024-08-15","2","Desaprobado","storage limit exceeded"
"39157120_UX-100_2024-2_2024-08-15","39157120_UX-100_2024-2","2024-08-15","10","Aprobado","storage limit exceeded"
"35953678_DEV-101_2024-2_2024-08-15","35953678_DEV-101_2024-2","2024-08-15","7","Aprobado","storage limit exceeded"
"45842940_IA-300_2024-2_2024-08-15","45842940_IA-300_2024-2","2024-08-15","7","Aprobado","storage limit exceeded"
"34070539_MKT-200_2024-2_2024-08-15","34070539_MKT-200_2024-2","2024-08-15","10","Aprobado","storage limit exceeded"
"36907787_IA-300_2024-2_2024-08-15","36907787_IA-300_2024-2","2024-08-15","4","Aprobado","storage limit exceeded"
"43110444_IA-300_2024-2_2024-08-15","43110444_IA-300_2024-2","2024-08-15","6","Aprobado","storage limit exceeded"
"35023742_GEN-101_2024-2_2024-08-15","35023742_GEN-101_2024-2","2024-08-15","7","Aprobado","storage limit exceeded"
"45383156_GEN-101_2024-2_2024-08-16","45383156_GEN-101_2024-2","2024-08-16","8","Aprobado","storage limit exceeded"
"30055060_DAT-201_2024-2_2024-08-16","30055060_DAT-201_2024-2","2024-08-16","5","Aprobado","storage limit exceeded"
"36236123_DAT-101_2024-2_2024-08-16","36236123_DAT-101_2024-2","2024-08-16","2","Desaprobado","storage limit exceeded"
"40132599_GEN-101_2024-2_2024-08-16","40132599_GEN-101_2024-2","2024-08-16","1","Desaprobado","storage limit exceeded"
"44506499_DEV-101_2024-2_2024-08-16","44506499_DEV-101_2024-2","2024-08-16","1","Desaprobado","storage limit exceeded"
"39579403_MKT-200_2024-2_2024-08-16","39579403_MKT-200_2024-2","2024-08-16","9","Aprobado","storage limit exceeded"
"37495057_MKT-200_2024-2_2024-08-16","37495057_MKT-200_2024-2","2024-08-16","3","Desaprobado","storage limit exceeded"
"45850941_IA-300_2024-2_2024-08-17","45850941_IA-300_2024-2","2024-08-17","3","Desaprobado","storage limit exceeded"
"42706367_GEN-101_2024-2_2024-08-17","42706367_GEN-101_2024-2","2024-08-17","7","Aprobado","storage limit exceeded"
"44513749_MKT-200_2024-2_2024-08-17","44513749_MKT-200_2024-2","2024-08-17","10","Aprobado","storage limit exceeded"
"30941372_DEV-101_2024-2_2024-08-17","30941372_DEV-101_2024-2","2024-08-17","7","Aprobado","storage limit exceeded"
"44141804_MKT-200_2024-2_2024-08-17","44141804_MKT-200_2024-2","2024-08-17","1","Desaprobado","storage limit exceeded"
"31295512_MKT-200_2024-2_2024-08-17","31295512_MKT-200_2024-2","2024-08-17","5","Aprobado","storage limit exceeded"
"44228213_DAT-101_2024-2_2024-08-18","44228213_DAT-101_2024-2","2024-08-18","5","Aprobado","storage limit exceeded"
"38406935_DAT-101_2024-2_2024-08-18","38406935_DAT-101_2024-2","2024-08-18","3","Desaprobado","storage limit exceeded"
"39684246_IA-300_2024-2_2024-08-18","39684246_IA-300_2024-2","2024-08-18","8","Aprobado","storage limit exceeded"
"33049597_MKT-200_2024-2_2024-08-18","33049597_MKT-200_2024-2","2024-08-18","6","Aprobado","storage limit exceeded"
"38406894_DAT-101_2024-2_2024-08-18","38406894_DAT-101_2024-2","2024-08-18","6","Aprobado","storage limit exceeded"
"35842163_UX-100_2024-2_2024-08-18","35842163_UX-100_2024-2","2024-08-18","1","Desaprobado","storage limit exceeded"
"33678309_DEV-101_2024-2_2024-08-18","33678309_DEV-101_2024-2","2024-08-18","5","Aprobado","storage limit exceeded"
"43799230_DAT-101_2024-2_2024-08-19","43799230_DAT-101_2024-2","2024-08-19","4","Aprobado","storage limit exceeded"
"33049597_MKT-200_2024-2_2024-08-19","33049597_MKT-200_2024-2","2024-08-19","7","Aprobado","storage limit exceeded"
"31451368_DEV-101_2024-2_2024-08-19","31451368_DEV-101_2024-2","2024-08-19","3","Desaprobado","storage limit exceeded"
"42810923_UX-100_2024-2_2024-08-19","42810923_UX-100_2024-2","2024-08-19","9","Aprobado","storage limit exceeded"
"43350438_DEV-101_2024-2_2024-08-19","43350438_DEV-101_2024-2","2024-08-19","2","Desaprobado","storage limit exceeded"
"43362081_DEV-101_2024-2_2024-08-19","43362081_DEV-101_2024-2","2024-08-19","9","Aprobado","storage limit exceeded"
"45170433_DEV-101_2024-2_2024-08-19","45170433_DEV-101_2024-2","2024-08-19","4","Aprobado","storage limit exceeded"
"41824986_GEN-101_2024-2_2024-08-19","41824986_GEN-101_2024-2","2024-08-19","2","Desaprobado","storage limit exceeded"
"35388639_GEN-101_2024-2_2024-08-19","35388639_GEN-101_2024-2","2024-08-19","2","Desaprobado","storage limit exceeded"
"35345987_DAT-201_2024-2_2024-08-19","35345987_DAT-201_2024-2","2024-08-19","9","Aprobado","storage limit exceeded"
"45970742_NEG-400_2024-2_2024-08-19","45970742_NEG-400_2024-2","2024-08-19","9","Aprobado","storage limit exceeded"
"33338311_DAT-101_2024-2_2024-08-20","33338311_DAT-101_2024-2","2024-08-20","5","Aprobado","storage limit exceeded"
"30985783_MKT-200_2024-2_2024-08-20","30985783_MKT-200_2024-2","2024-08-20","2","Desaprobado","storage limit exceeded"
"37275248_IA-300_2024-2_2024-08-20","37275248_IA-300_2024-2","2024-08-20","2","Desaprobado","storage limit exceeded"
"42886191_DEV-101_2024-2_2024-08-20","42886191_DEV-101_2024-2","2024-08-20","10","Aprobado","storage limit exceeded"
"37031483_GEN-101_2024-2_2024-08-20","37031483_GEN-101_2024-2","2024-08-20","4","Aprobado","storage limit exceeded"
"38325772_GEN-101_2024-2_2024-08-20","38325772_GEN-101_2024-2","2024-08-20","10","Aprobado","storage limit exceeded"
"42411250_DAT-201_2024-2_2024-08-20","42411250_DAT-201_2024-2","2024-08-20","5","Aprobado","storage limit exceeded"
"40665974_DAT-201_2024-2_2024-08-20","40665974_DAT-201_2024-2","2024-08-20","4","Aprobado","storage limit exceeded"
"38290123_DAT-101_2024-2_2024-08-20","38290123_DAT-101_2024-2","2024-08-20","8","Aprobado","storage limit exceeded"
"40701939_UX-100_2024-2_2024-08-20","40701939_UX-100_2024-2","2024-08-20","1","Desaprobado","storage limit exceeded"
"44084939_DAT-201_2024-2_2024-08-20","44084939_DAT-201_2024-2","2024-08-20","4","Aprobado","storage limit exceeded"
"41765198_MKT-200_2024-2_2024-08-20","41765198_MKT-200_2024-2","2024-08-20","10","Aprobado","storage limit exceeded"
"45383156_UX-100_2024-2_2024-08-21","45383156_UX-100_2024-2","2024-08-21","2","Desaprobado","storage limit exceeded"
"39264124_MKT-200_2024-2_2024-08-21","39264124_MKT-200_2024-2","2024-08-21","7","Aprobado","storage limit exceeded"
"35891432_NEG-400_2024-2_2024-08-21","35891432_NEG-400_2024-2","2024-08-21","8","Aprobado","storage limit exceeded"
"42024629_DEV-101_2024-2_2024-08-21","42024629_DEV-101_2024-2","2024-08-21","1","Desaprobado","storage limit exceeded"
"35605561_DEV-101_2024-2_2024-08-21","35605561_DEV-101_2024-2","2024-08-21","7","Aprobado","storage limit exceeded"
"41258011_DEV-101_2024-2_2024-08-21","41258011_DEV-101_2024-2","2024-08-21","7","Aprobado","storage limit exceeded"
"41333709_IA-300_2024-2_2024-08-21","41333709_IA-300_2024-2","2024-08-21","1","Desaprobado","storage limit exceeded"
"33601032_DAT-101_2024-2_2024-08-21","33601032_DAT-101_2024-2","2024-08-21","2","Desaprobado","storage limit exceeded"
"43651742_GEN-101_2024-2_2024-08-21","43651742_GEN-101_2024-2","2024-08-21","10","Aprobado","storage limit exceeded"
"36928006_IA-300_2024-2_2024-08-22","36928006_IA-300_2024-2","2024-08-22","5","Aprobado","storage limit exceeded"
"35278293_DEV-101_2024-2_2024-08-22","35278293_DEV-101_2024-2","2024-08-22","4","Aprobado","storage limit exceeded"
"40583085_GEN-101_2024-2_2024-08-22","40583085_GEN-101_2024-2","2024-08-22","1","Desaprobado","storage limit exceeded"
"35196112_DEV-101_2024-2_2024-08-22","35196112_DEV-101_2024-2","2024-08-22","9","Aprobado","storage limit exceeded"
"32991581_MKT-200_2024-2_2024-08-22","32991581_MKT-200_2024-2","2024-08-22","8","Aprobado","storage limit exceeded"
"40237965_MKT-200_2024-2_2024-08-22","40237965_MKT-200_2024-2","2024-08-22","7","Aprobado","storage limit exceeded"
"43529073_NEG-400_2024-2_2024-08-22","43529073_NEG-400_2024-2","2024-08-22","1","Desaprobado","storage limit exceeded"
"44654293_MKT-200_2024-2_2024-08-22","44654293_MKT-200_2024-2","2024-08-22","7","Aprobado","storage limit exceeded"
"35437650_NEG-400_2024-2_2024-08-22","35437650_NEG-400_2024-2","2024-08-22","7","Aprobado","storage limit exceeded"
"35297114_MKT-200_2024-2_2024-08-22","35297114_MKT-200_2024-2","2024-08-22","2","Desaprobado","storage limit exceeded"
"38526500_GEN-101_2024-2_2024-08-22","38526500_GEN-101_2024-2","2024-08-22","2","Desaprobado","storage limit exceeded"
"32738313_DAT-201_2024-2_2024-08-22","32738313_DAT-201_2024-2","2024-08-22","3","Desaprobado","storage limit exceeded"
"35111521_NEG-400_2024-2_2024-08-23","35111521_NEG-400_2024-2","2024-08-23","6","Aprobado","storage limit exceeded"
"31767975_DAT-201_2024-2_2024-08-23","31767975_DAT-201_2024-2","2024-08-23","1","Desaprobado","storage limit exceeded"
"30300658_UX-100_2024-2_2024-08-23","30300658_UX-100_2024-2","2024-08-23","2","Desaprobado","storage limit exceeded"
"39386440_DEV-101_2024-2_2024-08-23","39386440_DEV-101_2024-2","2024-08-23","4","Aprobado","storage limit exceeded"
"38072230_MKT-200_2024-2_2024-08-23","38072230_MKT-200_2024-2","2024-08-23","2","Desaprobado","storage limit exceeded"
"32991581_MKT-200_2024-2_2024-08-23","32991581_MKT-200_2024-2","2024-08-23","6","Aprobado","storage limit exceeded"
"41728313_GEN-101_2024-2_2024-08-23","41728313_GEN-101_2024-2","2024-08-23","2","Desaprobado","storage limit exceeded"
"33693959_UX-100_2024-2_2024-08-24","33693959_UX-100_2024-2","2024-08-24","1","Desaprobado","storage limit exceeded"
"33964267_MKT-200_2024-2_2024-08-24","33964267_MKT-200_2024-2","2024-08-24","9","Aprobado","storage limit exceeded"
"41485165_IA-300_2024-2_2024-08-24","41485165_IA-300_2024-2","2024-08-24","1","Desaprobado","storage limit exceeded"
"35196112_NEG-400_2024-2_2024-08-24","35196112_NEG-400_2024-2","2024-08-24","5","Aprobado","storage limit exceeded"
"40988877_GEN-101_2024-2_2024-08-24","40988877_GEN-101_2024-2","2024-08-24","2","Desaprobado","storage limit exceeded"
"38811418_GEN-101_2024-2_2024-08-24","38811418_GEN-101_2024-2","2024-08-24","2","Desaprobado","storage limit exceeded"
"31554768_DAT-101_2024-2_2024-08-24","31554768_DAT-101_2024-2","2024-08-24","10","Aprobado","storage limit exceeded"
"34446593_NEG-400_2024-2_2024-08-25","34446593_NEG-400_2024-2","2024-08-25","4","Aprobado","storage limit exceeded"
"34198627_IA-300_2024-2_2024-08-25","34198627_IA-300_2024-2","2024-08-25","3","Desaprobado","storage limit exceeded"
"40496612_UX-100_2024-2_2024-08-25","40496612_UX-100_2024-2","2024-08-25","4","Aprobado","storage limit exceeded"
"45038314_IA-300_2024-2_2024-08-25","45038314_IA-300_2024-2","2024-08-25","6","Aprobado","storage limit exceeded"
"34687649_DEV-101_2024-2_2024-08-25","34687649_DEV-101_2024-2","2024-08-25","3","Desaprobado","storage limit exceeded"
"35281520_DAT-101_2024-2_2024-08-25","35281520_DAT-101_2024-2","2024-08-25","9","Aprobado","storage limit exceeded"
"31399534_DAT-101_2024-2_2024-08-25","31399534_DAT-101_2024-2","2024-08-25","4","Aprobado","storage limit exceeded"
"37337493_UX-100_2024-2_2024-08-25","37337493_UX-100_2024-2","2024-08-25","5","Aprobado","storage limit exceeded"
"34146531_UX-100_2024-2_2024-08-25","34146531_UX-100_2024-2","2024-08-25","4","Aprobado","storage limit exceeded"
"36727365_IA-300_2024-2_2024-08-25","36727365_IA-300_2024-2","2024-08-25","2","Desaprobado","storage limit exceeded"
"33988348_IA-300_2024-2_2024-08-25","33988348_IA-300_2024-2","2024-08-25","7","Aprobado","storage limit exceeded"
"40729905_MKT-200_2024-2_2024-08-26","40729905_MKT-200_2024-2","2024-08-26","3","Desaprobado","storage limit exceeded"
"39479461_DAT-201_2024-2_2024-08-26","39479461_DAT-201_2024-2","2024-08-26","4","Aprobado","storage limit exceeded"
"45746270_GEN-101_2024-2_2024-08-26","45746270_GEN-101_2024-2","2024-08-26","9","Aprobado","storage limit exceeded"
"40422549_DAT-201_2024-2_2024-08-26","40422549_DAT-201_2024-2","2024-08-26","8","Aprobado","storage limit exceeded"
"31017566_MKT-200_2024-2_2024-08-26","31017566_MKT-200_2024-2","2024-08-26","3","Desaprobado","storage limit exceeded"
"42699425_DAT-201_2024-2_2024-08-26","42699425_DAT-201_2024-2","2024-08-26","10","Aprobado","storage limit exceeded"
"36800218_GEN-101_2024-2_2024-08-26","36800218_GEN-101_2024-2","2024-08-26","3","Desaprobado","storage limit exceeded"
"30088172_DAT-101_2024-2_2024-08-26","30088172_DAT-101_2024-2","2024-08-26","7","Aprobado","storage limit exceeded"
"39500363_IA-300_2024-2_2024-08-26","39500363_IA-300_2024-2","2024-08-26","10","Aprobado","storage limit exceeded"
"43542005_UX-100_2024-2_2024-08-27","43542005_UX-100_2024-2","2024-08-27","8","Aprobado","storage limit exceeded"
"32692729_IA-300_2024-2_2024-08-27","32692729_IA-300_2024-2","2024-08-27","9","Aprobado","storage limit exceeded"
"37326359_DAT-201_2024-2_2024-08-27","37326359_DAT-201_2024-2","2024-08-27","1","Desaprobado","storage limit exceeded"
"30367578_DAT-201_2024-2_2024-08-27","30367578_DAT-201_2024-2","2024-08-27","5","Aprobado","storage limit exceeded"
"38726954_UX-100_2024-2_2024-08-27","38726954_UX-100_2024-2","2024-08-27","1","Desaprobado","storage limit exceeded"
"38290265_UX-100_2024-2_2024-08-27","38290265_UX-100_2024-2","2024-08-27","8","Aprobado","storage limit exceeded"
"41248088_DAT-201_2024-2_2024-08-27","41248088_DAT-201_2024-2","2024-08-27","9","Aprobado","storage limit exceeded"
"35654379_DEV-101_2024-2_2024-08-28","35654379_DEV-101_2024-2","2024-08-28","5","Aprobado","storage limit exceeded"
"34864189_NEG-400_2024-2_2024-08-28","34864189_NEG-400_2024-2","2024-08-28","10","Aprobado","storage limit exceeded"
"43948943_GEN-101_2024-2_2024-08-28","43948943_GEN-101_2024-2","2024-08-28","7","Aprobado","storage limit exceeded"
"38832034_GEN-101_2024-2_2024-08-28","38832034_GEN-101_2024-2","2024-08-28","3","Desaprobado","storage limit exceeded"
"35242773_NEG-400_2024-2_2024-08-28","35242773_NEG-400_2024-2","2024-08-28","5","Aprobado","storage limit exceeded"
"42810923_DAT-101_2024-2_2024-08-28","42810923_DAT-101_2024-2","2024-08-28","5","Aprobado","storage limit exceeded"
"44436801_MKT-200_2024-2_2024-08-28","44436801_MKT-200_2024-2","2024-08-28","5","Aprobado","storage limit exceeded"
"34250668_GEN-101_2024-2_2024-08-28","34250668_GEN-101_2024-2","2024-08-28","4","Aprobado","storage limit exceeded"
"36906085_DEV-101_2024-2_2024-08-28","36906085_DEV-101_2024-2","2024-08-28","8","Aprobado","storage limit exceeded"
"38689454_MKT-200_2024-2_2024-08-28","38689454_MKT-200_2024-2","2024-08-28","2","Desaprobado","storage limit exceeded"
"36651921_DEV-101_2024-2_2024-08-29","36651921_DEV-101_2024-2","2024-08-29","8","Aprobado","storage limit exceeded"
"33043866_NEG-400_2024-2_2024-08-29","33043866_NEG-400_2024-2","2024-08-29","3","Desaprobado","storage limit exceeded"
"39695033_GEN-101_2024-2_2024-08-29","39695033_GEN-101_2024-2","2024-08-29","8","Aprobado","storage limit exceeded"
"45130131_DAT-101_2024-2_2024-08-29","45130131_DAT-101_2024-2","2024-08-29","4","Aprobado","storage limit exceeded"
"43799230_UX-100_2024-2_2024-08-29","43799230_UX-100_2024-2","2024-08-29","8","Aprobado","storage limit exceeded"
"31102495_UX-100_2024-2_2024-08-29","31102495_UX-100_2024-2","2024-08-29","3","Desaprobado","storage limit exceeded"
"43727225_DEV-101_2024-2_2024-08-29","43727225_DEV-101_2024-2","2024-08-29","1","Desaprobado","storage limit exceeded"
"40069107_DEV-101_2024-2_2024-08-29","40069107_DEV-101_2024-2","2024-08-29","3","Desaprobado","storage limit exceeded"
"32556008_MKT-200_2024-2_2024-08-30","32556008_MKT-200_2024-2","2024-08-30","8","Aprobado","storage limit exceeded"
"35155914_GEN-101_2024-2_2024-08-30","35155914_GEN-101_2024-2","2024-08-30","1","Desaprobado","storage limit exceeded"
"39563230_NEG-400_2024-2_2024-08-30","39563230_NEG-400_2024-2","2024-08-30","7","Aprobado","storage limit exceeded"
"32864447_IA-300_2024-2_2024-08-30","32864447_IA-300_2024-2","2024-08-30","2","Desaprobado","storage limit exceeded"
"33828320_DEV-101_2024-2_2024-08-30","33828320_DEV-101_2024-2","2024-08-30","9","Aprobado","storage limit exceeded"
"43799230_IA-300_2024-2_2024-08-31","43799230_IA-300_2024-2","2024-08-31","8","Aprobado","storage limit exceeded"
